Day,Hours,Minutes,Voltage (V),Current (A),Power (W),Power Factor,Frequency (Hz),Energy (kWh),Inside Temperature (°C),Outside Temperature (°C),Inside Humidity (%),Outside Humidity (%),Temperature Difference,Humidity Difference,Power Factor * Current,Reconstruction_error,Anomaly,Cluster
2023-06-06,13,40,0.8126458411965023,-1.4215195909485512,-1.3072568812378222,0.15744611401182668,-0.15625568007545299,-13.768061079303465,2.2155211141463025,-0.2846618699343377,0.9811636457703194,1.0790196397800356,-2.50018298408064,0.09785599400971612,-0.2238127355865308,1.1542038286836986e-07,False,0
2023-06-06,13,40,0.8126458411965023,-1.4215195909485512,-1.3072568812378222,0.15744611401182668,-0.15625568007545299,-13.768061079303465,2.2155211141463025,-0.2846618699343377,0.9811636457703194,1.0790196397800356,-2.50018298408064,0.09785599400971612,-0.2238127355865308,1.1542038286836986e-07,False,0
2023-06-07,23,14,0.8805054401407155,-1.2388071952729336,-1.0375748081186609,0.6101376436605485,-0.15625568007545299,-13.768061079303465,2.166463700266735,-0.19190389089723203,1.0927032432000288,1.0620035159197316,-2.358367591163967,-0.03069972728029713,-0.7558429030735606,1.331354668075145e-07,False,0
2023-06-07,23,14,0.8805054401407155,-1.2388071952729336,-1.0375748081186609,0.6101376436605485,-0.15625568007545299,-13.768061079303465,2.166463700266735,-0.19190389089723203,1.0927032432000288,1.0620035159197316,-2.358367591163967,-0.03069972728029713,-0.7558429030735606,1.331354668075145e-07,False,0
2023-06-08,2,37,0.7900259748817667,-1.3581295761223164,-1.3002063695222885,-0.14434823908732225,-0.33127324288397814,-13.721622301552562,2.166463700266735,-0.09914591186012638,1.241422706439643,1.0279712681991235,-2.2656096121268616,-0.2134514382405195,0.19604361276566776,1.0035090875336382e-07,False,0
2023-06-08,2,37,0.7900259748817667,-1.3581295761223164,-1.3002063695222885,-0.14434823908732225,-0.33127324288397814,-13.721622301552562,2.166463700266735,-0.09914591186012638,1.241422706439643,1.0279712681991235,-2.2656096121268616,-0.2134514382405195,0.19604361276566776,1.0035090875336382e-07,False,0
2023-06-09,2,28,0.8805054401407155,-1.3059260345007115,-1.2173628568647685,0.006548937462252212,-0.6813083685010161,-13.396550857296244,2.2645785280258717,0.024531393522680425,1.1670629748198365,1.113051887500642,-2.2400471345031914,-0.05401108731919435,-0.008552427930272184,1.1635750564564903e-07,False,0
2023-06-09,2,28,0.8805054401407155,-1.3059260345007115,-1.2173628568647685,0.006548937462252212,-0.6813083685010161,-13.396550857296244,2.2645785280258717,0.024531393522680425,1.1670629748198365,1.113051887500642,-2.2400471345031914,-0.05401108731919435,-0.008552427930272184,1.1635750564564903e-07,False,0
2023-06-10,5,37,0.7900259748817667,-1.2127054244621311,-1.2438022757980196,-0.5970397687360457,-0.8563259313095412,-13.226275338876269,2.166463700266735,-0.06822658551442523,1.036933444485174,1.2151486306624648,-2.23469028578116,0.1782151861772907,0.7240333661658189,1.0807683893936055e-07,False,0
2023-06-10,5,37,0.7900259748817667,-1.2127054244621311,-1.2438022757980196,-0.5970397687360457,-0.8563259313095412,-13.226275338876269,2.166463700266735,-0.06822658551442523,1.036933444485174,1.2151486306624648,-2.23469028578116,0.1782151861772907,0.7240333661658189,1.0807683893936055e-07,False,0
2023-06-11,13,55,0.699546509622818,-1.2537224928791064,-1.2014992055048177,-0.14434823908732225,-0.6813083685010161,-12.865084845258137,1.9702340447484594,-0.006387932823021826,0.9997535786752701,1.2066405687323134,-1.9766219775714813,0.20688699005704325,0.1809726341512669,8.716304794098212e-08,False,0
2023-06-11,13,55,0.699546509622818,-1.2537224928791064,-1.2014992055048177,-0.14434823908732225,-0.6813083685010161,-12.865084845258137,1.9702340447484594,-0.006387932823021826,0.9997535786752701,1.2066405687323134,-1.9766219775714813,0.20688699005704325,0.1809726341512669,8.716304794098212e-08,False,0
2023-06-12,5,59,0.7447862422522892,-1.1940613024544153,-1.2579032992290868,-0.7479369452856202,-0.8563259313095412,-12.674169870059982,1.7740043892301858,0.024531393522680425,1.0927032432000288,1.0960357636403382,-1.7494729957075053,0.0033325204403094055,0.8930825630415243,8.819794663861984e-08,False,0
2023-06-12,5,59,0.7447862422522892,-1.1940613024544153,-1.2579032992290868,-0.7479369452856202,-0.8563259313095412,-12.674169870059982,1.7740043892301858,0.024531393522680425,1.0927032432000288,1.0960357636403382,-1.7494729957075053,0.0033325204403094055,0.8930825630415243,8.819794663861984e-08,False,0
2023-06-13,23,8,0.835265707511238,-1.365587224925403,-1.4394539759040776,-0.8988341218351946,-1.2063610569265915,-12.643210684892715,1.7249469753506164,-0.037307259168722975,1.2693076057970705,1.1811163829418567,-1.7622542345193393,-0.08819122285521375,1.2274363941051851,1.0675518731443783e-07,False,0
2023-06-13,23,8,0.835265707511238,-1.365587224925403,-1.4394539759040776,-0.8988341218351946,-1.2063610569265915,-12.643210684892715,1.7249469753506164,-0.037307259168722975,1.2693076057970705,1.1811163829418567,-1.7622542345193393,-0.08819122285521375,1.2274363941051851,1.0675518731443783e-07,False,0
2023-06-14,15,55,0.835265707511238,-1.261180141682193,-1.4553176272640282,-1.5024228280334908,-1.3813786197351041,-12.586452178752722,1.675889561471049,0.024531393522680425,1.343667337416877,1.2406728164529202,-1.6513581679483684,-0.10299452096395689,1.8948258351258391,1.0683883120480033e-07,False,0
2023-06-14,15,55,0.835265707511238,-1.261180141682193,-1.4553176272640282,-1.5024228280334908,-1.3813786197351041,-12.586452178752722,1.675889561471049,0.024531393522680425,1.343667337416877,1.2406728164529202,-1.6513581679483684,-0.10299452096395689,1.8948258351258391,1.0683883120480033e-07,False,0
2023-06-15,11,47,0.9257451727701868,-1.3581295761223164,-1.509959093059414,-1.3515256514839162,-1.0313434941180664,-12.251061006107316,1.8721192169893226,0.024531393522680425,1.3715522367743043,1.223656692592616,-1.847587823466642,-0.14789554418168827,1.8355469601682888,1.1993674378528135e-07,False,0
2023-06-15,11,47,0.9257451727701868,-1.3581295761223164,-1.509959093059414,-1.3515256514839162,-1.0313434941180664,-12.251061006107316,1.8721192169893226,0.024531393522680425,1.3715522367743043,1.223656692592616,-1.847587823466642,-0.14789554418168827,1.8355469601682888,1.1993674378528135e-07,False,0
2023-06-16,7,6,0.8805054401407155,-1.3730448737284895,-1.5504995354237323,-1.5024228280334908,-0.8563259313095412,-12.008547388963713,1.6268321475914795,0.08637004621408383,1.2042428406297392,1.1981325068021609,-1.5404621013773958,-0.006110333827578307,2.0628939622040443,1.0289061414409115e-07,False,0
2023-06-16,7,6,0.8805054401407155,-1.3730448737284895,-1.5504995354237323,-1.5024228280334908,-0.8563259313095412,-12.008547388963713,1.6268321475914795,0.08637004621408383,1.2042428406297392,1.1981325068021609,-1.5404621013773958,-0.006110333827578307,2.0628939622040443,1.0289061414409115e-07,False,0
2023-06-17,13,26,0.9483650390849223,-1.4028754689408351,-1.5751763264281,-1.5024228280334908,-0.8563259313095412,-11.508040562092875,1.3815450781936365,-0.037307259168722975,1.2878975387020224,1.1215599494307948,-1.4188523373623594,-0.16633758927122755,2.107712129424899,1.1592003006695773e-07,False,0
2023-06-17,13,26,0.9483650390849223,-1.4028754689408351,-1.5751763264281,-1.5024228280334908,-0.8563259313095412,-11.508040562092875,1.3815450781936365,-0.037307259168722975,1.2878975387020224,1.1215599494307948,-1.4188523373623594,-0.16633758927122755,2.107712129424899,1.1592003006695773e-07,False,0
2023-06-18,3,57,0.9709849053996579,-1.2238918976667608,-1.4165398128285933,-1.5024228280334908,-0.6813083685010161,-11.425482734980159,1.4796599059527733,-0.13006523820582863,1.1484730419148845,1.1981325068021609,-1.609725144158602,0.04965946488727635,1.8388031260997704,1.2623258698967978e-07,False,0
2023-06-18,3,57,0.9709849053996579,-1.2238918976667608,-1.4165398128285933,-1.5024228280334908,-0.6813083685010161,-11.425482734980159,1.4796599059527733,-0.13006523820582863,1.1484730419148845,1.1981325068021609,-1.609725144158602,0.04965946488727635,1.8388031260997704,1.2623258698967978e-07,False,0
2023-06-19,12,5,1.038844504343871,-1.332027805311514,-1.4535549993351449,-1.2006284749343434,-0.8563259313095412,-10.955935093276588,1.675889561471049,-0.22282321724293427,1.1205881425574573,1.0449873920594275,-1.8987127787139833,-0.07560075049802983,1.5992705124613036,1.299554850665732e-07,False,0
2023-06-19,12,5,1.038844504343871,-1.332027805311514,-1.4535549993351449,-1.2006284749343434,-0.8563259313095412,-10.955935093276588,1.675889561471049,-0.22282321724293427,1.1205881425574573,1.0449873920594275,-1.8987127787139833,-0.07560075049802983,1.5992705124613036,1.299554850665732e-07,False,0
2023-06-20,20,51,0.9483650390849223,-1.4737231325701563,-1.5328732561348983,-0.8988341218351946,-0.6813083685010161,-10.801139167440247,1.5287173198323427,-0.16098456455153087,1.2507176728921185,1.0875277017101868,-1.6897018843838736,-0.1631899711819318,1.3246326376919086,1.1686019412913837e-07,False,0
2023-06-20,20,51,0.9483650390849223,-1.4737231325701563,-1.5328732561348983,-0.8988341218351946,-0.6813083685010161,-10.801139167440247,1.5287173198323427,-0.16098456455153087,1.2507176728921185,1.0875277017101868,-1.6897018843838736,-0.1631899711819318,1.3246326376919086,1.1686019412913837e-07,False,0
2023-06-21,1,49,0.9031253064554511,-1.4513501861608968,-1.4112519290419432,-0.2952454156368967,-0.5062908056924909,-10.39866976026576,1.6268321475914795,-0.19190389089723203,1.0927032432000288,1.2321647545227687,-1.8187360384887117,0.13946151132273998,0.4285044889477614,1.0577890146728072e-07,False,0
2023-06-21,1,49,0.9031253064554511,-1.4513501861608968,-1.4112519290419432,-0.2952454156368967,-0.5062908056924909,-10.39866976026576,1.6268321475914795,-0.19190389089723203,1.0927032432000288,1.2321647545227687,-1.8187360384887117,0.13946151132273998,0.4285044889477614,1.0577890146728072e-07,False,0
2023-06-22,13,53,0.9031253064554511,-1.3581295761223164,-1.2138376010070016,0.30834329056140114,-0.6813083685010161,-10.078758180203986,1.577774733711912,-0.22282321724293427,0.9997535786752701,1.2321647545227687,-1.8005979509548462,0.2324111758474986,-0.41877014251031597,1.100711778245648e-07,False,0
2023-06-22,13,53,0.9031253064554511,-1.3581295761223164,-1.2138376010070016,0.30834329056140114,-0.6813083685010161,-10.078758180203986,1.577774733711912,-0.22282321724293427,0.9997535786752701,1.2321647545227687,-1.8005979509548462,0.2324111758474986,-0.41877014251031597,1.100711778245648e-07,False,0
2023-06-23,9,28,0.9936047717143999,-1.4028754689408351,-1.1750597865715666,0.7610348202101229,-1.0313434941180664,-10.001360217285816,1.675889561471049,-0.31558119628003994,0.9253938470554635,1.3342614976845912,-1.9914707577510888,0.4088676506291278,-1.0676370802825803,1.268558725901547e-07,False,0
2023-06-23,9,28,0.9936047717143999,-1.4028754689408351,-1.1750597865715666,0.7610348202101229,-1.0313434941180664,-10.001360217285816,1.675889561471049,-0.31558119628003994,0.9253938470554635,1.3342614976845912,-1.9914707577510888,0.4088676506291278,-1.0676370802825803,1.268558725901547e-07,False,0
2023-06-24,13,4,0.8805054401407155,-1.4215195909485512,-1.1468577397094322,1.0628291733092718,-0.6813083685010161,-9.640169723667684,1.823061803109755,-0.3465005226257411,0.7952643167208023,1.3938179311956533,-2.169562325735496,0.598553614474851,-1.510832491690783,1.376615679457453e-07,False,0
2023-06-24,13,4,0.8805054401407155,-1.4215195909485512,-1.1468577397094322,1.0628291733092718,-0.6813083685010161,-9.640169723667684,1.823061803109755,-0.3465005226257411,0.7952643167208023,1.3938179311956533,-2.169562325735496,0.598553614474851,-1.510832491690783,1.376615679457453e-07,False,0
2023-06-25,13,21,0.9936047717143999,-1.4103331177439213,-1.1292314604205982,1.0628291733092718,-0.8563259313095412,-9.330577871995,1.577774733711912,-0.31558119628003994,0.9346888135079402,1.3172453738242873,-1.8933559299919518,0.3825565603163471,-1.4989431816224599,1.2841122261954254e-07,False,0
2023-06-25,13,21,0.9936047717143999,-1.4103331177439213,-1.1292314604205982,1.0628291733092718,-0.8563259313095412,-9.330577871995,1.577774733711912,-0.31558119628003994,0.9346888135079402,1.3172453738242873,-1.8933559299919518,0.3825565603163471,-1.4989431816224599,1.2841122261954254e-07,False,0
2023-06-26,14,53,0.9257451727701868,-1.279824263689909,-1.0499132036208447,0.7610348202101229,-0.6813083685010161,-8.912628872236878,1.430602492073206,-0.3465005226257411,1.074113310295078,1.4533743647067165,-1.777103014698947,0.3792610544116386,-0.9739908284178029,1.207315723507294e-07,False,0
2023-06-26,14,53,0.9257451727701868,-1.279824263689909,-1.0499132036208447,0.7610348202101229,-0.6813083685010161,-8.912628872236878,1.430602492073206,-0.3465005226257411,1.074113310295078,1.4533743647067165,-1.777103014698947,0.3792610544116386,-0.9739908284178029,1.207315723507294e-07,False,0
2023-06-27,14,31,0.835265707511238,-1.4066042933423784,-1.132756716278365,1.0628291733092718,-1.0313434941180664,-8.855870366096886,1.577774733711912,-0.43925850166284675,0.9904586122227947,1.3597856834750466,-2.0170332353747584,0.36932707125225184,-1.4949800782663525,1.3967015264292882e-07,False,0
2023-06-27,14,31,0.835265707511238,-1.4066042933423784,-1.132756716278365,1.0628291733092718,-1.0313434941180664,-8.855870366096886,1.577774733711912,-0.43925850166284675,0.9904586122227947,1.3597856834750466,-2.0170332353747584,0.36932707125225184,-1.4949800782663525,1.3967015264292882e-07,False,0
2023-06-28,20,17,0.7674061085670312,-1.2760954392883659,-0.9141908530968225,1.5155207029579951,-1.0313434941180664,-8.489520008284211,1.3815450781936365,-0.2846618699343377,0.8975089476980362,1.1981325068021609,-1.6662069481279742,0.30062355910412464,-1.9339490571917959,1.1870882402175501e-07,False,0
2023-06-28,20,17,0.7674061085670312,-1.2760954392883659,-0.9141908530968225,1.5155207029579951,-1.0313434941180664,-8.489520008284211,1.3815450781936365,-0.2846618699343377,0.8975089476980362,1.1981325068021609,-1.6662069481279742,0.30062355910412464,-1.9339490571917959,1.1870882402175501e-07,False,0
2023-06-29,8,51,0.6769266433080824,-1.1977901268559583,-0.8630746431592037,1.3646235264084208,-1.0313434941180664,-8.29344516889151,1.1362580087957934,-0.31558119628003994,0.9346888135079402,1.2406728164529202,-1.4518392050758333,0.30598400294497996,-1.6345325868073675,1.0768032798336718e-07,False,0
2023-06-29,8,51,0.6769266433080824,-1.1977901268559583,-0.8630746431592037,1.3646235264084208,-1.0313434941180664,-8.29344516889151,1.1362580087957934,-0.31558119628003994,0.9346888135079402,1.2406728164529202,-1.4518392050758333,0.30598400294497996,-1.6345325868073675,1.0768032798336718e-07,False,0
2023-06-30,0,41,0.7221663759375535,-1.1157559900220078,-0.743215943995132,1.5155207029579951,-1.2063610569265915,-7.906455354300657,1.1362580087957934,-0.4083391753171445,0.8882139812455608,1.2832131261036794,-1.5445971841129378,0.3949991448581186,-1.690951302327747,1.1221880045332144e-07,False,0
2023-06-30,0,41,0.7221663759375535,-1.1157559900220078,-0.743215943995132,1.5155207029579951,-1.2063610569265915,-7.906455354300657,1.1362580087957934,-0.4083391753171445,0.8882139812455608,1.2832131261036794,-1.5445971841129378,0.3949991448581186,-1.690951302327747,1.1221880045332144e-07,False,0
2023-07-01,16,31,0.699546509622818,-0.9889759603695382,-0.6674229430531455,1.2137263498588462,-0.8563259313095412,-7.736179835880681,1.087200594916226,-0.3774198489714434,1.0090485451277467,1.385309869265502,-1.4646204438876693,0.37626132413775526,-1.2003461824774664,1.0424475780617869e-07,False,0
2023-07-01,16,31,0.699546509622818,-0.9889759603695382,-0.6674229430531455,1.2137263498588462,-0.8563259313095412,-7.736179835880681,1.087200594916226,-0.3774198489714434,1.0090485451277467,1.385309869265502,-1.4646204438876693,0.37626132413775526,-1.2003461824774664,1.0424475780617869e-07,False,0
2023-07-02,14,14,0.8126458411965023,-1.1269424632266372,-0.838397852154836,1.0628291733092718,-1.0313434941180664,-7.555584589071616,1.2343728365549305,-0.4083391753171445,1.176357941272312,1.5044227362876283,-1.6427120118720748,0.3280647950153164,-1.1977473265582812,1.19986259814559e-07,False,0
2023-07-02,14,14,0.8126458411965023,-1.1269424632266372,-0.838397852154836,1.0628291733092718,-1.0313434941180664,-7.555584589071616,1.2343728365549305,-0.4083391753171445,1.176357941272312,1.5044227362876283,-1.6427120118720748,0.3280647950153164,-1.1977473265582812,1.19986259814559e-07,False,0
2023-07-03,7,20,0.9031253064554511,-1.294739561296082,-0.9829333423232753,1.2137263498588462,-1.0313434941180664,-7.488506354542534,1.1853154226753628,-0.2846618699343377,1.2971925051544977,1.4108340550559573,-1.4699772926097006,0.11364154990145958,-1.5714595217497374,1.2017138843630344e-07,False,0
2023-07-03,7,20,0.9031253064554511,-1.294739561296082,-0.9829333423232753,1.2137263498588462,-1.0313434941180664,-7.488506354542534,1.1853154226753628,-0.2846618699343377,1.2971925051544977,1.4108340550559573,-1.4699772926097006,0.11364154990145958,-1.5714595217497374,1.2017138843630344e-07,False,0
2023-07-04,10,20,0.8805054401407155,-1.123213638825094,-0.9194787368834727,0.6101376436605485,-1.0313434941180664,-7.328550564511648,1.1853154226753628,-0.4083391753171445,1.194947874177264,1.257688940313224,-1.5936545979925074,0.0627410661359602,-0.6853149229201332,1.129809812124073e-07,False,0
2023-07-04,10,20,0.8805054401407155,-1.123213638825094,-0.9194787368834727,0.6101376436605485,-1.0313434941180664,-7.328550564511648,1.1853154226753628,-0.4083391753171445,1.194947874177264,1.257688940313224,-1.5936545979925074,0.0627410661359602,-0.6853149229201332,1.129809812124073e-07,False,0
2023-07-05,15,58,0.8805054401407155,-1.0225353799834274,-0.8771756665902709,0.30834329056140114,-1.3813786197351041,-6.993159391866241,1.087200594916226,-0.31558119628003994,1.3715522367743043,1.3342614976845912,-1.402781791196266,-0.03729073908971303,-0.3152919237795427,1.0339521748085927e-07,False,0
2023-07-05,15,58,0.8805054401407155,-1.0225353799834274,-0.8771756665902709,0.30834329056140114,-1.3813786197351041,-6.993159391866241,1.087200594916226,-0.31558119628003994,1.3715522367743043,1.3342614976845912,-1.402781791196266,-0.03729073908971303,-0.3152919237795427,1.0339521748085927e-07,False,0
2023-07-06,5,19,0.9709849053996579,-1.1791460048482423,-0.9423928999589569,0.7610348202101229,-1.2063610569265915,-6.951880478309883,0.8909709393979505,-0.470177828008549,1.3715522367743043,1.3002292499639834,-1.3611487674064995,-0.0713229868103209,-0.8973711678011668,1.1634064566463915e-07,False,0
2023-07-06,5,19,0.9709849053996579,-1.1791460048482423,-0.9423928999589569,0.7610348202101229,-1.2063610569265915,-6.951880478309883,0.8909709393979505,-0.470177828008549,1.3715522367743043,1.3002292499639834,-1.3611487674064995,-0.0713229868103209,-0.8973711678011668,1.1634064566463915e-07,False,0
2023-07-07,17,38,1.0840842369733423,-1.0449083263926866,-0.9194787368834727,0.15744611401182668,-1.0313434941180664,-6.709366861166281,0.6947412838796767,-0.470177828008549,1.4737968677515396,1.2491808783830727,-1.1649191118882256,-0.22461598936846694,-0.16451675548912995,1.0021863544559871e-07,False,0
2023-07-07,17,38,1.0840842369733423,-1.0449083263926866,-0.9194787368834727,0.15744611401182668,-1.0313434941180664,-6.709366861166281,0.6947412838796767,-0.470177828008549,1.4737968677515396,1.2491808783830727,-1.1649191118882256,-0.22461598936846694,-0.16451675548912995,1.0021863544559871e-07,False,0
2023-07-08,1,1,0.9936047717143999,-1.0374506775896,-1.007610133327643,-0.2952454156368967,-0.8563259313095412,-6.53393147855176,0.7928561116388136,-0.5938551333913558,1.6132213645386773,1.2832131261036794,-1.3867112450301695,-0.3300082384349978,0.3063025565077216,1.298615358748352e-07,False,0
2023-07-08,1,1,0.9936047717143999,-1.0374506775896,-1.007610133327643,-0.2952454156368967,-0.8563259313095412,-6.53393147855176,0.7928561116388136,-0.5938551333913558,1.6132213645386773,1.2832131261036794,-1.3867112450301695,-0.3300082384349978,0.3063025565077216,1.298615358748352e-07,False,0
2023-07-09,22,16,1.0162246380291355,-0.947958891952563,-0.951206039603374,-0.4461425921864712,-1.0313434941180664,-6.353336231742695,1.0381431810366566,-0.43925850166284675,1.529566666466394,1.257688940313224,-1.4774016826995033,-0.27187772615316996,0.4229248373419314,1.167411329537362e-07,False,0
2023-07-09,22,16,1.0162246380291355,-0.947958891952563,-0.951206039603374,-0.4461425921864712,-1.0313434941180664,-6.353336231742695,1.0381431810366566,-0.43925850166284675,1.529566666466394,1.257688940313224,-1.4774016826995033,-0.27187772615316996,0.4229248373419314,1.167411329537362e-07,False,0
2023-07-10,11,7,1.0614643706586067,-0.966603013960279,-0.8101958052927014,0.30834329056140114,-1.0313434941180664,-5.97666614554093,1.1853154226753628,-0.31558119628003994,1.4552069348465875,1.1555921971514014,-1.5008966189554027,-0.2996147376951861,-0.2980455539910804,1.0748442516045499e-07,False,0
2023-07-10,11,7,1.0614643706586067,-0.966603013960279,-0.8101958052927014,0.30834329056140114,-1.0313434941180664,-5.97666614554093,1.1853154226753628,-0.31558119628003994,1.4552069348465875,1.1555921971514014,-1.5008966189554027,-0.2996147376951861,-0.2980455539910804,1.0748442516045499e-07,False,0
2023-07-11,5,20,0.9936047717143999,-0.8510094575124392,-0.6321703844754774,0.6101376436605485,-0.8563259313095412,-5.852829404871857,1.2834302504344997,-0.16098456455153087,1.6132213645386773,1.0109551443388196,-1.4444148149860305,-0.6022662201998576,-0.5192329051394813,1.0357573635200585e-07,False,0
2023-07-11,5,20,0.9936047717143999,-0.8510094575124392,-0.6321703844754774,0.6101376436605485,-0.8563259313095412,-5.852829404871857,1.2834302504344997,-0.16098456455153087,1.6132213645386773,1.0109551443388196,-1.4444148149860305,-0.6022662201998576,-0.5192329051394813,1.0357573635200585e-07,False,0
2023-07-12,22,42,0.9483650390849223,-0.8771112283232417,-0.565190523177908,1.0628291733092718,-0.8563259313095412,-5.589676330950075,1.3815450781936365,-0.19190389089723203,1.5667465322762981,0.8578100295960864,-1.5734489690908684,-0.7089365026802117,-0.932219401699071,1.1136482649424593e-07,False,0
2023-07-12,22,42,0.9483650390849223,-0.8771112283232417,-0.565190523177908,1.0628291733092718,-0.8563259313095412,-5.589676330950075,1.3815450781936365,-0.19190389089723203,1.5667465322762981,0.8578100295960864,-1.5734489690908684,-0.7089365026802117,-0.932219401699071,1.1136482649424593e-07,False,0
2023-07-13,9,2,0.8805054401407155,-0.8360941599062667,-0.5264127087424729,1.0628291733092718,-0.6813083685010161,-5.2594450224992135,1.2834302504344997,-0.25374254358863546,1.529566666466394,0.8322858438056311,-1.5371727940231352,-0.697280822660763,-0.8886252647818875,1.0973522656675268e-07,False,0
2023-07-13,9,2,0.8805054401407155,-0.8360941599062667,-0.5264127087424729,1.0628291733092718,-0.6813083685010161,-5.2594450224992135,1.2834302504344997,-0.25374254358863546,1.529566666466394,0.8322858438056311,-1.5371727940231352,-0.697280822660763,-0.8886252647818875,1.0973522656675268e-07,False,0
2023-07-14,0,54,0.9936047717143999,-0.9703318383618221,-0.7872816422172172,0.4592404671109756,-0.33127324288397814,-4.784737516601099,1.1853154226753628,-0.09914591186012638,1.529566666466394,0.7727294102945679,-1.2844613345354892,-0.7568372561718262,-0.4456156467019349,9.548615642102294e-08,False,0
2023-07-14,0,54,0.9936047717143999,-0.9703318383618221,-0.7872816422172172,0.4592404671109756,-0.33127324288397814,-4.784737516601099,1.1853154226753628,-0.09914591186012638,1.529566666466394,0.7727294102945679,-1.2844613345354892,-0.7568372561718262,-0.4456156467019349,9.548615642102294e-08,False,0
2023-07-15,0,55,0.9483650390849223,-0.9852471359679951,-0.7114886412752307,0.9119319967596974,-0.15625568007545299,-4.666060640126569,1.2343728365549305,-0.13006523820582863,1.65040123034858,0.9173664631071496,-1.3644380747607592,-0.7330347672414304,-0.8984783880050669,1.072908978218241e-07,False,0
2023-07-15,0,55,0.9483650390849223,-0.9852471359679951,-0.7114886412752307,0.9119319967596974,-0.15625568007545299,-4.666060640126569,1.2343728365549305,-0.13006523820582863,1.65040123034858,0.9173664631071496,-1.3644380747607592,-0.7330347672414304,-0.8984783880050669,1.072908978218241e-07,False,0
2023-07-16,9,34,0.8578855738259735,-1.089654219211205,-0.7062007574885805,1.5155207029579951,-0.33127324288397814,-4.475145664928415,1.3815450781936365,-0.09914591186012638,1.724760961968388,0.8663180915262391,-1.4806909900537628,-0.8584428704421488,-1.6513935282801109,1.2179908967596193e-07,False,0
2023-07-16,9,34,0.8578855738259735,-1.089654219211205,-0.7062007574885805,1.5155207029579951,-0.33127324288397814,-4.475145664928415,1.3815450781936365,-0.09914591186012638,1.724760961968388,0.8663180915262391,-1.4806909900537628,-0.8584428704421488,-1.6513935282801109,1.2179908967596193e-07,False,0
